Year,Banks,Gross_NPAs_Addition_during_the_Year,Gross_NPAs_Closing_Balance,Net_NPA_Closing_Balance,Cash_in_hand,Balances_with_RBI,Money_at_call_and_short_notice,Advances,Total_Assets,Deposits,Credit_-_Deposit_Ratio,Ratio_of_demand_&_savings_bank_deposits_to_total_deposits,Ratio_of_priority_sector_advances_to_total_advances,Ratio_of_net_interest_income_to_total_assets_(Net_Interest_Margin),Return_on_assets,Return_on_equity,Cost_of_deposits,Business_per_employee(in_Rupees_Lakh),Capital_adequacy_ratio,Ratio_of_net_NPA_To_net_advances,Interest_Expended,Operating_Expenses,Net_Interest_Income,Provisions_and_Contingencies,Operating_Profit,Profit_(Loss)_during_the_year,Category,PCR,Credit_Growth_(%),GDP,Growth_rate,Repo_rate,GNPA_Ratio,Next_Year,Next_GNPA_Ratio,Consecutive_Year,Delta_GNPA_Ratio,Deterioration_Flag,Credit_Growth_Recorded_ORIGINAL,PCR_FLAG,PCR_flow_over_stock_check,GDP_ORIGINAL,Growth_rate_ORIGINAL,Real_GDP_Growth_pct,GVA_Growth_pct,Investment_Rate_pct_of_GDP,PCR_stock_based,PCR_ORIGINAL_UNRELIABLE
2016,AXIS BANK LTD,4110.19,6087.51,2522.14,4120.4831,18240.6664,5369.8057,338773.7229,539821.0196,357967.5603,94.6381070441371,47.3353066568362,24.087241242169,3.36070108034804,1.72,16.8101865379363,5.44972213829939,1484,15.29,0.74,24155.0675,10100.8186,16832.9689,7879.9519,16103.6147,8223.6628,Private Sector Bank,58.5686101542338,20.5244312549119,10.5,5.1,6.75,1.79692508258586,2017,5.70416198181941,TRUE,3.90723689923356,1,28.1945827726966,ABOVE_100_SUSPECT,129.444582431897,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,58.5686101542338,129.444582431897
2017,AXIS BANK LTD,6087.51,21280.48,8626.55,6357.9154,24500.0236,14851.9645,373069.3495,601467.6703,414378.7878,90.030995910935,51.4143197413929,25.1625597293942,3.17064666637244,0.65,6.75546747931693,5.08570437299644,1400,14.95,2.27,26449.042,12199.9053,18093.1159,13905.2421,17584.5213,3679.2792,Private Sector Bank,59.4626155049134,10.1234612609324,11.8,4.4,6.25,5.70416198181941,2018,7.78997299659553,TRUE,2.08581101477611,1,27.1413099481524,OK,65.3427089050623,11.8,4.4,8.256306,7.972023,34.943218,59.4626155049134,65.3427089050623
2018,AXIS BANK LTD,21280.48,34248.64,16591.71,5258.0352,30223.0225,1575.0618,439650.3045,691329.5799,453622.7223,96.9198152753117,53.7564777318916,22.4287590138585,2.88022433480885,0.04,0.4625222456288,4.41785401912286,1484,16.57,3.64,27162.5818,13990.3398,18617.7305,15318.7959,15594.4772,275.6813,Private Sector Bank,51.5551274444766,17.8468038420294,11,2.2,6,7.78997299659553,2019,6.02052588727657,TRUE,-1.76944710931896,0,56.7396560293546,OK,44.7281874550347,11,2.2,6.795383,6.231181,37.452479,51.5551274444766,44.7281874550347
2019,AXIS BANK LTD,34248.64,29789.44,11275.6,4213.2147,30885.8192,23926.7974,494797.9721,800996.5316,548471.3409,90.2140066768254,44.376819215496,24.0286031479473,2.90930695813936,0.63,7.18806087555892,4.7315942426192,1653,15.84,2.2,33277.597,15833.4077,21708.1737,14328.4971,19005.1054,4676.6083,Private Sector Bank,62.149003136682,12.5435299454,10.6,0.7,6.25,6.02052588727657,2020,5.29095937953945,TRUE,-0.729566507737116,0,70.7064807445373,OK,48.0992495998582,10.6,0.7,6.45,5.81,37.347347,62.149003136682,48.0992495998582
2020,AXIS BANK LTD,29789.44,30233.82,9360.41,7987.8972,76971.3419,5310.1165,571424.1564,915164.8161,640104.9373,89.2703872602984,41.1973161951113,25.1755773865636,2.937509767,0.2,2.146380408,4.941888314,1727,17.53,1.62,37428.9538,17304.6243,25206.2036,21810.9246,23438.14,1627.2154,Private Sector Bank,69.0399360715913,15.4863577905921,6.4,6,4.4,5.29095937953945,2021,3.6916849328833,TRUE,-1.59927444665616,0,29.2027354105521,OK,72.1408164763831,6.4,6,3.871437,3.944641,33.785447,69.0399360715913,72.1408164763831
2021,AXIS BANK LTD,26604.1,22681.69,6584.59,12673.1503,39135.4089,6327.6705,614399.3979,986797.6306,697985.2901,88.0246914389808,45.5236961590518,29.975838311283,3.075,0.7,7.063,3.967,1713,19.12,1.06,34107.1103,18375.1491,29239.1218,16539.0706,23127.5712,6588.5006,Private Sector Bank,70.9695794272825,7.52072536988042,-1.2,7.3,4,3.6916849328833,2022,2.62246194867375,TRUE,-1.06922298420955,0,27.2893742944765,OK,72.918158214842,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,70.9695794272825,72.918158214842
2022,AXIS BANK LTD,22681.69,18565.63,4745.3,9840.0898,84194.4158,7741.0784,707946.5923,1175428.75,821971.5463,86.127871,45.014458,35.901401,3.064639,1.21,12.017395,3.511124,1792.48,18.54,0.67,34244.6131,23610.7543,33132.2165,11716.5291,24742.0075,13025.4784,Private Sector Bank,74.4404041231028,15.2257952595237,18.9,4.2,4,2.62246194867375,2023,2.01337191530863,TRUE,-0.609090033365117,0,30.7519122721803,OK,63.1087073263875,18.9,4.2,9.689592491912,9.375448587977,36.663675,74.4404041231028,63.1087073263875
2023,AXIS BANK LTD,18565.63,17019.09,3439.11,9665.8774,56451.8791,21698.5419,845302.841,1317325.532,946945.2104,89.266288,47.155471,36.300708,3.445646,0.8,7.963465,3.587839,1999.83,17.64,0.41,42218.0212,39298.5377,42945.7444,10210.9477,19790.6262,9579.6785,Private Sector Bank,79.7926328610989,19.4020636858711,14,6.7,6.5,2.01337191530863,2024,1.48642730747055,TRUE,-0.526944607838088,0,25.6698735142413,OK,59.9970251053376,14,6.7,7.609364977704,7.214814133485,35.24891,79.7926328610989,59.9970251053376
2024,AXIS BANK LTD,17019.09,14345.04,3247.47,9634.8066,76442.6783,13258.4534,965068.3843,1477208.601,1068641.392,90.307973,42.98922,38.242897,3.570863,1.83,17.984369,4.51896,2019.36,16.63,0.34,59474.1459,35213.284,49894.4868,12261.7248,37123.158,24861.4332,Private Sector Bank,77.3617222398822,14.1683592543373,12,7,6.5,1.48642730747055,2025,1.34137568757419,TRUE,-0.145051619896357,0,14.1683592543373,OK,85.4771042813404,12,7,9.190754930285,8.559254114773,34.642678,77.3617222398822,85.4771042813404
2025,AXIS BANK LTD,14345.04,13961.19,3685.45,8073.9346,65564.5023,9410.5791,1040811.32,1609929.879,1172952.022,88.734347,40.767909,36.947996,3.520919,1.74,15.945914,4.809229,2087.59,17.07,0.35,68329.2212,37499.9428,54347.8189,15731.4504,42104.9323,26373.4819,Private Sector Bank,73.6021786108491,7.84845270368473,9.8,6.7,6.25,1.34137568757419,,,FALSE,,,2.51743370688213,ABOVE_100_SUSPECT,112.679867547107,9.8,6.7,6.49476552384,6.414086697106,,73.6021786108491,112.679867547107
2016,BANDHAN BANK LTD,,18.77,10.24,84.7803,725.5063,2188.2174,12437.5461,19756.5,12088.7481,102.885311176266,21.5539324539321,98.5753299037018,4.72166223774454,1.88,8.25451448141021,1.82835888523477,1,29.01,0.08,648.5253,615.9175,932.8352,191.5646,466.8116,275.247,Private Sector Bank,45.4448588172616,,10.5,5.1,6.75,0.150914013496601,2017,0.512260828723882,TRUE,0.36134681522728,0,19.7953093187681,CAPPED_AT_150_SUSPECT,1020.58923814598,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,45.4448588172616,150
2017,BANDHAN BANK LTD,18.77,86.26,61.17,202.1888,5809.8772,955.9286,16839.0779,30236.0904,23228.6579,72.492685425446,29.4349192684094,97.5802665536692,9.61541932822109,4.46,28.5813829094052,7.3112889434745,170,26.36,0.36,1505.2106,1022.005,2403.4986,680.9543,1792.907,1111.9527,Private Sector Bank,29.0864827266404,35.389069231269,11.8,4.4,6.25,0.512260828723882,2018,1.25581242933706,TRUE,0.743551600613182,1,22.1507522151834,CAPPED_AT_150_SUSPECT,789.420704845815,11.8,4.4,8.256306,7.972023,34.943218,29.0864827266404,150
2018,BANDHAN BANK LTD,86.26,373.14,172.9,201.331711,2635.735416,1763.706093,29713.036062,44310.056148,33869.001998,87.729293186007,34.3202112972989,94.2827354247634,8.13519159182173,4.03,19.4607701202397,5.89017406318924,232,31.48,0.58,1770.060401,1308.31034,3032.235923,1084.55334,2430.110155,1345.556815,Private Sector Bank,53.6635043147344,76.4528689661801,11,2.2,6,1.25581242933706,2019,2.0673305777048,TRUE,0.81151814836774,1,47.5531496359231,CAPPED_AT_150_SUSPECT,290.655877150667,11,2.2,6.795383,6.231181,37.452479,53.6635043147344,150
2019,BANDHAN BANK LTD,373.14,819.56,228.32,374.9825,3504.1722,1297.0944,39643.3937,56441.7126,43231.6203,91.6999951075162,40.7519514136739,95.0836396229115,8.92374725697158,4.25,18.9616293077076,5.43796103719484,258,29.2,0.58,2147.9528,1810.279,4495.4166,1796.6835,3748.1854,1951.5019,Private Sector Bank,72.1411489091708,33.4208783554769,10.6,0.7,6.25,2.0673305777048,2020,1.48998956125895,TRUE,-0.577341016445855,0,7.8928610325822,CAPPED_AT_150_SUSPECT,219.225377031578,10.6,0.7,6.45,5.81,37.347347,72.1411489091708,150
2020,BANDHAN BANK LTD,933.996487,992.779265,389.396154,551.537725,5793.369641,756.700564,66629.947673,91717.799137,57081.503553,116.727737578136,36.8393578008595,90.7735911272655,8.536629515,4.18,22.9095269,6.55106962,322,27.43,0.58,4561.579032,2426.542173,6323.914304,2422.832022,5446.569575,3023.737553,Private Sector Bank,60.7771669163537,68.0732688458002,6.4,6,4.4,1.48998956125895,2021,7.05496529486166,TRUE,5.56497573360271,1,24.9858710064138,CAPPED_AT_150_SUSPECT,244.045389283992,6.4,6,3.871437,3.944641,33.785447,60.7771669163537,150
2021,BANDHAN BANK LTD,992.779265,5757.760073,2861.026154,764.378065,2571.008289,1943.866,81612.87593,115016.17479,77972.224841,104.6691640471,43.3838001544527,88.1943880273697,7.317,2.13,13.529,5.869,321.57,23.47,3.51,4960.856345,2816.884931,7563.355431,4563.267522,6768.724413,2205.456891,Private Sector Bank,50.3100838220704,22.4867777632541,-1.2,7.3,4,7.05496529486166,2022,6.78904574021871,TRUE,-0.265919554642951,0,12.6523115966966,OK,79.2542145581689,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,50.3100838220704,79.2542145581689
2022,BANDHAN BANK LTD,5757.760073,6380.000758,1564.229451,1173.081,3769.4835,3424.9993,93974.9267,138995.174064,96330.6131,97.554582,41.605857,57.964422,6.861477,0.1,0.723176,4.954824,325.1,20.1,1.66,5157.1016,3523.5605,8714.4646,7887.6094,8013.4034,125.794,Private Sector Bank,75.4822999191876,15.1471818988502,18.9,4.2,4,6.78904574021871,2023,5.05802608129502,TRUE,-1.73101965892369,0,-16.1563921632003,ABOVE_100_SUSPECT,123.630226690954,18.9,4.2,9.689592491912,9.375448587977,36.663675,75.4822999191876,123.630226690954
2023,BANDHAN BANK LTD,6380.000758,5298.624703,1228.272438,1222.3863,6104.1966,,104756.7691,156037.0926,108064.6905,96.938943,39.28252,50.288515,6.277021,1.5,11.877881,5.336418,302.09,19.76,1.17,6645.08,4636.82,9259.62,4896.7115,7091.3495,2194.638,Private Sector Bank,76.8190331105245,11.4731054107861,14,6.7,6.5,5.05802608129502,2024,3.94998248479989,TRUE,-1.10804359649513,0,14.2003116888565,OK,92.4147637259072,14,6.7,7.609364977704,7.214814133485,35.24891,76.8190331105245,92.4147637259072
2024,BANDHAN BANK LTD,5298.624703,4784.881723,1347.609458,1445.270245,13947.41393,,121136.7833,177841.659,135201.9863,89.596896,37.093171,48.403595,6.181191,1.39,10.839523,5.961891,319.07,14.69,1.11,8550.78,5850.78,10318.84,4409.920759,6639.483459,2229.5627,Private Sector Bank,71.8360967728355,15.6362346230474,12,7,6.5,3.94998248479989,2025,4.87589389203869,TRUE,0.925911407238797,1,80.2256636131339,OK,92.1636315021616,12,7,9.190754930285,8.559254114773,34.642678,71.8360967728355,92.1636315021616
2025,BANDHAN BANK LTD,4784.881723,6435.561562,1692.84292,856.3032,6621.1464,1726.5368,131987.3177,191476.2885,151212.4992,87.285984,31.371024,39.145301,6.222597,1.5,11.955677,6.656953,335.45,18.71,1.28,10457.6451,7068.4951,11490.5836,4643.393028,7388.6885,2745.295472,Private Sector Bank,73.6954902273686,8.95725815430335,9.8,6.7,6.25,4.87589389203869,,,FALSE,,,-20.6343528850694,OK,72.1521033287569,9.8,6.7,6.49476552384,6.414086697106,,73.6954902273686,72.1521033287569
2005,BANK OF BARODA,3979.86,3321.81,619.64,397.227,2315.0949,3774.0125,43400.3839,94664.237,81333.4643,53.361042,36.452423,28.261959,3.314483,0.75,12.582215,4.209912,1889,12.61,1.89,3452.146,1982.1861,2979.2718,1635.9723,2301.9135,665.9412,Public Sector Bank,81.3463142082178,,14.1,2.6,6,7.65387238890299,2006,3.98943256873844,TRUE,-3.66443982016456,0,-5.51728786114626,OK,49.2494242596657,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,81.3463142082178,49.2494242596657
2006,BANK OF BARODA,3321.81,2390.14,518.04,536.2835,2797.1499,3936.0108,59911.7784,113392.5273,93661.9916,63.965945,37.944058,29.356717,3.051923,0.79,12.276545,4.019772,396,13.65,0.87,3875.0873,2384.7527,3174.8666,1090.5445,1917.5042,826.9597,Public Sector Bank,78.3259558017522,38.0443512620634,14,3.9,6.5,3.98943256873844,2007,2.50193522861442,TRUE,-1.48749734012401,0,21.9882173024125,OK,45.626804287615,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,78.3259558017522,45.626804287615
2007,BANK OF BARODA,2390.14,2092.14,501.67,673.3661,5740.1541,5519.5387,83620.8698,143146.1746,124915.9793,66.941692,33.183966,28.763799,2.789075,0.8,12.446239,4.562264,555,11.8,0.6,5426.557,2544.3134,3577.5285,1388.5433,2415.0078,1026.4645,Public Sector Bank,76.0212031699599,39.5733393886368,17.1,7.8,7.75,2.50193522861442,2008,1.85694040510974,TRUE,-0.644994823504681,0,2.89535669337948,OK,66.3695211601518,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,76.0212031699599,66.3695211601518
2008,BANK OF BARODA,2092.14,1981.38,493.55,880.9814,8488.742,6474.3815,106701.3241,179599.5162,152034.1272,70.182482,31.224823,27.623409,2.42408,0.89,14.578363,5.347075,710,12.94,0.47,7901.6706,3034.2921,3911.8061,1493.0286,2928.5501,1435.5215,Public Sector Bank,75.0905934247847,27.6013085671108,15.1,7.5,7.75,1.85694040510974,2009,1.28649345970409,TRUE,-0.57044694540565,0,-6.50375144577517,OK,75.3529661145262,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,75.0905934247847,75.3529661145262
2009,BANK OF BARODA,1981.38,1842.92,449.04,998.9849,9597.3586,7187.0416,143251.4084,226672.2377,192396.9517,74.456174,29.594285,26.70134,2.522159,1.09,18.619248,5.334887,914,14.05,0.31,9968.1676,3576.0617,5123.4098,2077.8043,4305.0061,2227.2018,Public Sector Bank,75.6343194495692,34.2545742597771,12.6,10.2,5,1.28649345970409,2010,1.37154630716663,TRUE,0.0850528474625354,0,15.6893725122934,ABOVE_100_SUSPECT,112.745224969071,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,75.6343194495692,112.745224969071
2010,BANK OF BARODA,1842.92,2400.69,602.32,1173.0657,12366.9034,9953.2736,175035.2859,278316.7028,241261.9252,72.5499,29.622374,26.35005,2.352323,1.21,21.856067,4.556921,981,14.36,0.34,10758.8566,3810.5813,5939.4858,1876.93,4935.261,3058.331,Public Sector Bank,74.9105465511999,22.1874799382426,15.5,13.9,5,1.37154630716663,2011,1.37858587026343,TRUE,0.0070395630967985,0,10.4193923857366,OK,78.1829390716835,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,74.9105465511999,78.1829390716836
2011,BANK OF BARODA,2400.69,3152.5,790.88,1357.0676,18511.1113,12153.1493,228676.3609,358397.1754,305439.4819,74.867977,28.676285,24.011783,2.764902,1.33,23.467162,4.339702,1229,14.52,0.35,13083.6577,4629.8349,8802.2579,2739.9293,6981.609,4241.6797,Public Sector Bank,74.9126090404441,30.6458636178341,19.9,10,6.75,1.37858587026343,2012,1.55361961469652,TRUE,0.175033744433097,0,4.44454176983655,OK,86.9129040444092,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,74.9126090404441,86.9129040444092
2012,BANK OF BARODA,3152.5,4464.75,1543.64,1200.7863,20450.6733,15266.7211,287377.2935,447321.467,384871.1059,74.668451,26.898327,22.587009,2.560947,1.24,20.638568,5.148615,1466,14.67,0.54,19356.7123,5158.7173,10317.0119,3573.6666,8580.6228,5006.9562,Public Sector Bank,65.4260596897923,25.6698735142413,14.4,8.2,8.5,1.55361961469652,2013,2.43233584565508,TRUE,0.878716230958553,1,54.0893223151387,OK,80.0418074920208,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,65.4260596897923,80.0418074920208
2013,BANK OF BARODA,4464.75,7982.58,4192.03,1559.5062,11892.5721,31109.8914,328185.7649,547135.4403,473883.3375,69.254548,25.31866,24.214076,2.275667,0.9,15.074852,5.227499,1689,13.3,1.28,23881.3891,5946.7363,11315.2653,4518.4339,8999.1539,4480.72,Public Sector Bank,47.4852741845368,14.2003116888565,13.8,11.2,7.5,2.43233584565508,2014,2.99136679537991,TRUE,0.559030949724835,1,14.2003116888565,OK,56.6036782594099,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,47.4852741845368,56.6036782594099
2014,BANK OF BARODA,7982.58,11875.9,6034.76,2218.4827,16410.6112,26768.3717,397005.8108,659504.5334,568894.3885,69.785503,25.749564,21.202889,1.98325,0.75,13.364949,4.837261,1865,12.28,1.52,26974.3632,7137.0656,11965.3463,4749.9418,9291.0248,4541.083,Public Sector Bank,49.1848196768245,20.9698449050555,13,11.9,8,2.99136679537991,2015,3.79882371215443,TRUE,0.807456916774517,1,41.8942465456222,OK,39.9964785826758,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,49.1848196768245,39.9964785826758
2015,BANK OF BARODA,11875.9,16261.44,8069.49,3263.8294,19224.7676,26245.2446,428065.1389,714988.548,617559.5233,69.315608,26.389173,22.311975,1.91885,0.49,8.964362,4.653456,1889,12.61,1.89,29776.3241,7674.1273,13187.2329,6516.6653,9915.1006,3398.4353,Public Sector Bank,50.3765349194167,7.82339382826989,11,6.5,7.5,3.79882371215443,2016,10.5586734144701,TRUE,6.75984970231565,1,18.4098762420936,OK,40.0743433545861,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,50.3765349194167,40.0743433545861
2016,BANK OF BARODA,16261.44,40521.04,19406.46,3756.4451,17915.9703,35392.0305,383770.1803,671376.4769,574037.8722,66.8545054055756,26.3631510269541,24.0190670437038,1.83787840448715,-0.78,-13.4830568444708,4.90100265580851,1680,13.18,5.06,31321.4257,8923.1371,12739.8517,14211.1135,8815.5762,-5395.5373,Public Sector Bank,52.1076951628093,-10.3477145356487,10.5,5.1,6.75,10.5586734144701,2017,11.1461635950908,TRUE,0.587490180620709,1,8.71349090861542,OK,35.0709495610182,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,52.1076951628093,35.0709495610182
2017,BANK OF BARODA,40521.04,42718.7,18080.18,2955.3649,19824.8484,46778.0559,383259.2231,694875.4235,601675.1729,63.6986933086732,32.159505579626,27.1556807056524,1.97817264825669,0.2,3.43626717481121,4.55612985015777,1749,12.24,4.72,28686.5191,9296.4023,13513.4107,9591.9333,10975.0693,1383.136,Public Sector Bank,57.6761933298532,-0.13314145450295,11.8,4.4,6.25,11.1461635950908,2018,13.2138918686096,TRUE,2.06772827351885,1,606.9355,OK,22.4537106700344,11.8,4.4,8.256306,7.972023,34.943218,57.6761933298532,22.4537106700344
2018,BANK OF BARODA,42718.7,56480.38,23482.65,3024.4682,19675.1716,16974.3622,427431.8313,719999.7716,591314.8224,72.2849851057615,35.8148590695635,26.4345811252172,2.19408396638164,-0.34,-5.81091894149015,4.36012774666393,1766,12.13,5.49,28126.7669,10173.3696,15521.7749,14437.3702,12005.558,-2431.8122,Public Sector Bank,58.4233498429012,11.5255173359454,11,2.2,6,13.2138918686096,2019,10.2881468413463,TRUE,-2.92574502726333,0,56.638618767804,OK,25.5617440959144,11,2.2,6.795383,6.231181,37.452479,58.4233498429012,25.5617440959144
2019,BANK OF BARODA,56480.38,48232.76,15609.5,3336.7322,23324.9961,6938.991,468818.7362,780987.4049,638689.7172,73.4032071559395,35.039608008895,27.7226616097857,2.46242018444053,0.06,0.970545210747219,4.49122013955858,1888,13.42,3.33,31290.3004,11287.9781,18480.3056,13053.2998,13486.8223,433.5225,Public Sector Bank,67.6371412293222,9.68269133679749,10.6,0.7,6.25,10.2881468413463,2020,10.053520577169,TRUE,-0.234626264177276,0,37.2111789947654,OK,27.0631409025733,10.6,0.7,6.45,5.81,37.347347,67.6371412293222,27.0631409025733
2020,BANK OF BARODA,48232.76,69381.43,21576.6,4761.602,27884.2506,23742.668,690120.734,1157915.5151,945984.4256,72.952652847565,35.288494933547,28.3017920600542,2.451024299,0.06,0.842950979,4.691372951,1877,13.3,3.13,48532.3695,18872.3909,27451.2855,18350.0309,18896.2184,546.1875,Public Sector Bank,68.9014769513975,47.2041709752811,6.4,6,4.4,10.053520577169,2021,9.43946364393932,TRUE,-0.614056933229714,0,47.2041709752811,OK,26.4480436624036,6.4,6,3.871437,3.944641,33.785447,68.9014769513975,26.4480436624036
2021,BANK OF BARODA,69381.43,66670.98,21799.89,4178.2033,34662.8343,17306.199,706300.5115,1155364.7714,966996.9266,73.0406159596992,40.1534079705109,31.0736433750976,2.491,0.07,1.113,3.927,1957,14.99,3.09,41686.0359,20543.656,28809.0262,20370.3801,21199.3383,828.9582,Public Sector Bank,67.3022805424489,2.34448505933456,-1.2,7.3,4,9.43946364393932,2022,6.95606251418583,TRUE,-2.4834011297535,0,5.32588459835759,OK,30.5535933325114,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,67.3022805424489,30.5535933325114
2022,BANK OF BARODA,66670.99,54059.4,13364.65,4439.0888,66745.3165,8903.8508,777155.1778,1277999.8334,1045938.56,74.302183,41.45609,29.706465,2.681171,0.6,8.925485,3.307591,2205,15.68,1.72,37259.4421,21716.4388,32621.3382,15116.5681,22388.8497,7272.2816,Public Sector Bank,75.2778425213746,10.0318016405684,18.9,4.2,4,6.95606251418583,2023,3.90688284770319,TRUE,-3.04917966648263,0,16.9484285376402,OK,27.9628854556284,18.9,4.2,9.689592491912,9.375448587977,36.663675,75.2778425213746,27.9628854556284
2023,BANK OF BARODA,54059.4,36763.7,8384.32,3794.8082,51087.8232,8831.3797,940998.2698,1458561.545,1203687.788,78.176275,39.470105,28.034796,3.02248,1.03,15.325494,3.707018,2666,16.24,0.89,48232.5323,24518.3124,41356.0084,12753.9152,26863.5319,14109.6167,Public Sector Bank,77.1940256285412,21.0824165726867,14,6.7,6.5,3.90688284770319,2024,2.98688085486623,TRUE,-0.920001992836959,0,-6.13986944734623,OK,34.6915985061351,14,6.7,7.609364977704,7.214814133485,35.24891,77.1940256285412,34.6915985061351
2024,BANK OF BARODA,36763.7,31833.63,7213.34,3938.2844,50901.549,13390.3506,1065781.715,1585797.091,1335136.399,79.82568,38.52537,27.319925,2.937994,1.17,16.905756,4.715688,3046,16.31,0.68,67884.4113,28251.6756,44721.5349,13176.4408,30965.2254,17788.7846,Public Sector Bank,77.3405043659803,13.2607518212038,12,7,6.5,2.98688085486623,2025,2.30124411952705,TRUE,-0.685636735339183,0,4.632264408854,OK,41.3915748847995,12,7,9.190754930285,8.559254114773,34.642678,77.3405043659803,41.3915748847995
2025,BANK OF BARODA,31833.63,27834.88,6994.22,3891.0593,52177.4351,18665.7015,1209557.898,1781247.32,1472034.849,82.169108,37.816087,26.668555,2.712092,1.16,15.71841,4.833835,3433,17.19,0.58,75782.9638,29871.3807,45658.6756,12853.4758,32434.6279,19581.1521,Public Sector Bank,74.8724621769521,13.4902092029229,9.8,6.7,6.25,2.30124411952705,,,FALSE,,,13.4902092029229,OK,46.1775865389037,9.8,6.7,6.49476552384,6.414086697106,,74.8724621769521,46.1775865389037
2005,BANK OF INDIA,3734.02,3155.91,1554.28,244.7455,3659.9777,263.5128,55528.8868,94978.1835,78821.4379,70.448964,34.546516,28.590607,2.487666,0.38,8.025154,4.173918,320,11.52,2.8,3794.6398,1932.3245,2236.8869,1120.3101,1460.3574,340.0473,Public Sector Bank,50.750179821351,,14.1,2.6,6,5.68336622948472,2006,3.80395513994743,TRUE,-1.87941108953729,0,7.14495651204494,OK,35.4987974942251,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,50.750179821351,35.4987974942251
2006,BANK OF INDIA,3155.91,2479.18,969.5,284.5303,5303.8856,1842.9951,65173.7444,112274.2744,93932.0317,69.38394,35.017589,31.502272,2.539877,0.68,14.847141,4.049979,381,10.75,1.49,4396.7194,2115.1376,2631.9783,999.7852,1701.2205,701.4353,Public Sector Bank,60.8943279632782,17.3690814921937,14,3.9,6.5,3.80395513994743,2007,2.46779995065175,TRUE,-1.33615518929567,0,10.8435058713712,OK,40.3272533660323,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,60.8943279632782,40.3272533660323
2007,BANK OF INDIA,2479.18,2100.49,812.03,324.5646,6872.3248,1506.3674,85115.8944,141816.9913,119881.7362,70.999885,32.215535,29.809868,2.708055,0.88,20.647886,4.310668,498,11.75,0.95,5495.8176,2608.4303,3440.4656,1271.8196,2394.9886,1123.169,Public Sector Bank,61.3409252126885,30.5984414177682,17.1,7.8,7.75,2.46779995065175,2008,1.70160601885681,TRUE,-0.766193931794944,0,3.56294142094558,OK,60.5487100628901,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,61.3409252126885,60.5487100628901
