Year,Banks,Gross_NPAs_Addition_during_the_Year,Gross_NPAs_Closing_Balance,Net_NPA_Closing_Balance,Cash_in_hand,Balances_with_RBI,Money_at_call_and_short_notice,Advances,Total_Assets,Deposits,Credit_-_Deposit_Ratio,Ratio_of_demand_&_savings_bank_deposits_to_total_deposits,Ratio_of_priority_sector_advances_to_total_advances,Ratio_of_net_interest_income_to_total_assets_(Net_Interest_Margin),Return_on_assets,Return_on_equity,Cost_of_deposits,Business_per_employee(in_Rupees_Lakh),Capital_adequacy_ratio,Ratio_of_net_NPA_To_net_advances,Interest_Expended,Operating_Expenses,Net_Interest_Income,Provisions_and_Contingencies,Operating_Profit,Profit_(Loss)_during_the_year,Category,PCR,Credit_Growth_(%),GDP,Growth_rate,Repo_rate,GNPA_Ratio,Next_Year,Next_GNPA_Ratio,Consecutive_Year,Delta_GNPA_Ratio,Deterioration_Flag,Credit_Growth_Recorded_ORIGINAL,PCR_FLAG,PCR_flow_over_stock_check,GDP_ORIGINAL,Growth_rate_ORIGINAL,Real_GDP_Growth_pct,GVA_Growth_pct,Investment_Rate_pct_of_GDP,PCR_stock_based,PCR_ORIGINAL_UNRELIABLE
2017,UNION BANK OF INDIA,24170.89,33712.28,18832.1,1030.7964,15489.651,179.5345,286466.577,452704.4402,375899.0098,76.2083882988723,34.0027878679451,36.380859432687,2.07682102691989,0.13,2.36929335293214,6.12260271948077,1643,11.79,6.57,23756.6448,6437.8448,8903.3353,6874.8763,7430.0894,555.2131,Public Sector Bank,44.1387530003904,7.1487896063545,11.8,4.4,6.25,11.7683118055339,2018,17.0971846546957,TRUE,5.32887284916178,1,35.1095764001876,OK,20.3927954442713,11.8,4.4,8.256306,7.972023,34.943218,44.1387530003904,20.3927954442713
2018,UNION BANK OF INDIA,33712.28,49369.93,24326.31,1290.344,19726.1253,12045.2566,288760.5825,487380.0884,408501.6357,70.6877420466593,34.0858434902957,38.2866769566792,1.97953756644772,-1.07,-21.3859853089047,5.49621074986737,1783,11.46,8.42,23443.336,6654.956,9304.6632,12886.9441,7639.5756,-5247.3685,Public Sector Bank,50.7264644693642,0.800793420308854,11,2.2,6,17.0971846546957,2019,16.4108701289752,TRUE,-0.686314525720505,0,0.800793420308865,OK,26.1028202794697,11,2.2,6.795383,6.231181,37.452479,50.7264644693642,26.1028202794697
2019,UNION BANK OF INDIA,49369.93,48729.15,20332.42,1246.9951,19549.4686,7524.9277,296932.153,494038.8422,415915.2695,71.3924625457878,36.0989828963228,38.9342548565295,2.0816616393888,-0.59,-11.4278107575469,5.35873710514009,1879,11.78,6.85,23851.7482,7167.6254,10214.9107,10468.6803,7521.232,-2947.4483,Public Sector Bank,58.2746261734506,2.82987741237153,10.6,0.7,6.25,16.4108701289752,2020,15.5801912096855,TRUE,-0.830678919289754,0,15.1728580460551,OK,21.4834042867565,10.6,0.7,6.45,5.81,37.347347,58.2746261734506,21.4834042867565
2020,UNION BANK OF INDIA,48729.15,49085.3,17303.14,2004.3578,18113.9405,20300,315049.4069,550683.2685,450668.4524,69.9071357718138,35.5856406957142,36.3161270563243,2.189434316,-0.53,-9.615559972,5.545201483,2006,12.81,5.49,25794.3716,7516.4147,11436.7522,12078.9008,9181.1243,-2897.7765,Public Sector Bank,64.7488351909839,6.10147931672458,6.4,6,4.4,15.5801912096855,2021,15.1930290472905,TRUE,-0.387162162394928,0,6.10147931672459,OK,24.6079799858613,6.4,6,3.871437,3.944641,33.785447,64.7488351909839,24.6079799858613
2021,UNION BANK OF INDIA,97192.54,89788.2,27280.52,3781.7879,34098.6734,29554,590982.8759,1071705.8448,923805.3402,63.9726628741997,36.3271178349484,42.7980526195141,2.356,0.27,4.678,4.553,1923,12.56,4.62,44078.9085,16765.9927,24688.4263,16760.9622,19666.9273,2905.9651,Public Sector Bank,69.6168093357479,87.5841893229097,-1.2,7.3,4,15.1930290472905,2022,12.0403190009147,TRUE,-3.15271004637587,0,40.6949505684297,OK,18.6672215279959,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,69.6168093357479,18.6672215279959
2022,UNION BANK OF INDIA,89788.2,79587.07,24303.3,3781.9394,42330.6517,55411.4877,661004.6627,1187591.0609,1032392.6349,64.02648,36.535833,39.262045,2.459744,0.47,7.748219,3.829286,2048,14.52,3.68,40157.4864,18438.0735,27786.4644,16641.1123,21873.2081,5232.0958,Public Sector Bank,69.4632557776031,11.8483613748308,18.9,4.2,4,12.0403190009147,2023,8.00520491178352,TRUE,-4.03511408913115,0,-39.8173197832189,OK,20.9093164253942,18.9,4.2,9.689592491912,9.375448587977,36.663675,69.4632557776031,20.9093164253942
2023,UNION BANK OF INDIA,79587.07,60987.29,12927.44,2838.8225,47415.4516,31280.3614,761845.4577,1280752.451,1117716.322,68.160896,35.255407,37.52198,2.654845,0.69,11.326651,4.124445,2314,16.04,1.7,47977.9957,21931.3319,32765.3429,17033.8863,25467.164,8433.2777,Public Sector Bank,78.8030588012683,15.2556858809583,14,6.7,6.5,8.00520491178352,2024,4.949346970436,TRUE,-3.05585794134751,0,30.6458636178341,OK,27.9302233301398,14,6.7,7.609364977704,7.214814133485,35.24891,78.8030588012683,27.9302233301398
2024,UNION BANK OF INDIA,60987.29,43097.73,8989.92,2271.6899,50625.8125,34512.8862,870776.0894,1391957.617,1221528.374,71.285785,33.575455,36.643332,2.736578,1.03,15.571089,5.00199,2537,16.97,1.03,63207.5611,24439.9598,36570.3966,14562.3243,28210.6309,13648.3066,Public Sector Bank,79.1406183109876,14.298258340853,12,7,6.5,4.949346970436,2025,3.70738178348314,TRUE,-1.24196518695287,0,46.3758865110925,OK,33.7890749698418,12,7,9.190754930285,8.559254114773,34.642678,79.1406183109876,33.7890749698418
2025,UNION BANK OF INDIA,43097.73,35350.38,5969.29,1739.3979,87764.0845,499.5224,953513.3435,1499855.708,1309749.518,72.801198,32.550152,33.180082,2.573726,1.26,17.135171,5.23257,2802,18.02,0.63,70512.2962,25936.5486,37213.6767,13102.8963,31090.0425,17987.1462,Public Sector Bank,83.1139297512502,9.50155328185565,9.8,6.7,6.25,3.70738178348314,,,FALSE,,,-7.29825147300874,OK,37.0657862800909,9.8,6.7,6.49476552384,6.414086697106,,83.1139297512502,37.0657862800909
2005,UNITED BANK OF INDIA,764.18,726.37,277.09,132.5289,1455.9523,192.47,11389.6803,29097.8618,25348.3881,44.932562,46.578955,33.974212,3.332122,1.04,15.328537,4.975284,208,18.16,2.43,1217.7317,704.1984,915.341,389.459,689.638,300.179,Public Sector Bank,61.8527747566667,,14.1,2.6,6,6.37743976009581,2006,4.79503406867518,TRUE,-1.58240569142063,0,,OK,53.6171648058152,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,61.8527747566667,53.6171648058152
2006,UNITED BANK OF INDIA,726.37,744.3,303.09,149.3624,1284.8635,1040,15522.3089,33247.7226,29249.7702,53.06814,46.382553,38.526824,3.273752,0.66,10.806447,4.723443,254,13.12,1.95,1339.5132,813.6242,1020.5199,439.2871,643.8532,204.5661,Public Sector Bank,59.2785167271262,36.2839736599104,14,3.9,6.5,4.79503406867518,2007,3.68743542531038,TRUE,-1.1075986433648,0,36.2839736599104,OK,59.0201665994895,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,59.2785167271262,59.0201665994895
2007,UNITED BANK OF INDIA,744,817,333,152.4784,2533.9271,1100,22156.3202,42309.7448,37166.6632,59.613423,42.034695,37.37796,3.043756,0.73,12.595213,4.828596,350,12.02,1.5,1675.2017,778.4703,1149.8925,451.824,719.1004,267.2764,Public Sector Bank,59.2411260709914,42.7385599831736,17.1,7.8,7.75,3.68743542531038,2008,2.7317002779173,TRUE,-0.955735147393083,0,42.7385599831736,OK,55.3028151774786,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,59.2411260709914,55.3028151774786
2008,UNITED BANK OF INDIA,817,761,306,224.333,5025.0881,,27858.1075,54310.9479,46970.7193,59.309519,38.567224,32.444309,1.872502,0.68,12.565596,5.960614,463,11.24,1.1,2652.69,903.16,904.61,147.9876,466.9379,318.9503,Public Sector Bank,59.7897503285151,25.7343604377048,15.1,7.5,7.75,2.7317002779173,2009,2.88188138710206,TRUE,0.150181109184765,0,27.5336474443813,OK,19.4464651773982,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,59.7897503285151,19.4464651773982
2009,UNITED BANK OF INDIA,761,1020,525,228.3049,4303.9649,1500.5785,35393.5455,62040.7138,54535.9007,64.899534,37.787541,31.095338,1.996542,0.34,6.436956,5.864551,585,13.28,1.48,3150.362,975.1349,1161.5051,492.5189,677.2285,184.7096,Public Sector Bank,48.5294117647059,27.0493535858457,12.6,10.2,5,2.88188138710206,2010,3.24190575591685,TRUE,0.360024368814788,0,-23.8276972661619,OK,48.2861666666667,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,48.5294117647059,48.2861666666667
2010,UNITED BANK OF INDIA,1020.35,1372.3,778.55,298.8139,4408.2043,1500,42330.0399,77004.9896,68180.3219,62.085421,38.109657,31.678003,2.001102,0.45,9.23565,5.984989,714,12.8,1.84,3857.7162,1074.1193,1391.2234,553.4898,875.8458,322.356,Public Sector Bank,43.2667784012242,19.5981902971546,15.5,13.9,5,3.24190575591685,2011,2.53405278990553,TRUE,-0.707852966011325,0,19.5981902971546,OK,40.3330029876849,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,43.2667784012242,40.3330029876849
2011,UNITED BANK OF INDIA,1372.3,1355.78,757.41,283.7274,5659.425,,53502.4371,90040.5256,77844.8004,68.729622,40.781153,31.938557,2.597309,0.66,11.742186,5.27245,860,13.05,1.42,4172.11,1299.41,2169.34,983.0203,1506.9921,523.971799999999,Public Sector Bank,44.1347416247474,26.3935428041021,19.9,10,6.75,2.53405278990553,2012,3.45226251487514,TRUE,0.918209724969608,1,-42.2013951136827,OK,72.5058859106935,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,44.1347416247474,72.5058859106935
2012,UNITED BANK OF INDIA,1355.78,2176.42,1075.55,348.1635,4743.6259,1100,63043.2938,102010.3927,89116.2624,70.742749,40.766379,35.148227,2.581854,0.7,11.932998,6.10998,971,12.69,1.72,5481.8559,1383.2974,2479.2372,1196.3135,1828.8437,632.5302,Public Sector Bank,50.5816891960192,17.8325646776939,14.4,8.2,8.5,3.45226251487514,2013,4.30108481238384,TRUE,0.848822297508705,1,-14.7170065338159,OK,54.9670330175242,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,50.5816891960192,54.9670330175242
2013,UNITED BANK OF INDIA,2176.42,2963.82,1969.98,357.4428,3489.1708,3473.274,68908.6621,114615.1131,100651.5434,68.462599,39.647123,36.494081,2.296371,0.38,6.837484,6.567052,1083,11.66,2.87,6764.2286,1503.9152,2487.2629,1658.009,2049.9132,391.9042,Public Sector Bank,33.5324007530822,9.30371487030395,13.8,11.2,7.5,4.30108481238384,2014,10.8229882026523,TRUE,6.52190339026845,1,-35.0848095100101,OK,55.9416226356526,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,33.5324007530822,55.9416226356526
2014,UNITED BANK OF INDIA,2963.82,7118.01,4664.11,433.6022,5836.175,4133.3917,65767.5114,125104.9502,111509.7086,58.97918,36.975158,37.872529,2.138177,-0.99,-21.733898,7.135275,1067,9.81,7.18,8036.4712,1707.9461,2562.8191,3275.188,2061.744,-1213.444,Public Sector Bank,34.4745230759721,-4.5584264797386,13,11.9,8,10.8229882026523,2015,9.81517684288037,TRUE,-1.00781135977192,0,7.01534618024915,OK,46.0126917495199,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,34.4745230759721,46.0126917495199
2015,UNITED BANK OF INDIA,7118.01,6552.91,4081.38,503.02,5312.5812,140,66763.0355,123027.5791,108817.5989,61.35316,42.047513,37.751864,2.007526,0.21,4.608033,6.584438,1153,10.57,6.22,7689.8155,1809.6282,2490.6622,2171.9533,2427.9455,255.9922,Public Sector Bank,37.7165259403837,1.51370194615574,11,6.5,7.5,9.81517684288037,2016,13.915636369475,TRUE,4.10045952659467,1,76.1750265583278,OK,33.1448669369791,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,37.7165259403837,33.1448669369791
2016,UNITED BANK OF INDIA,6552.91,9471.01,6110.71,558.8093,5511.6373,2100,68060.2004,129431.7504,116401.2764,58.4703213787096,41.9162443136234,37.0329941020861,1.80667302295121,-0.22,-4.83334836690036,6.37972700150501,1237,10.08,9.04,7656.1136,2972.7844,2280.5573,1057.2649,775.3061,-281.9588,Public Sector Bank,35.4798485061255,1.94293876886411,10.5,5.1,6.75,13.915636369475,2017,16.5589759967067,TRUE,2.64333962723164,1,17.212981310216,OK,11.1631695035693,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,35.4798485061255,11.1631695035693
2017,UNITED BANK OF INDIA,9471.01,10951.99,6591.85,489.8814,6144.5777,6300.2102,66139.2951,141053.1124,126939.251,52.1031080449655,47.3338871362964,40.932398748834,1.42538749122193,0.16,3.33469444271701,5.8580403980829,1304,11.14,10.02,7500.1832,2561.4613,1927.7287,1333.3796,1552.8858,219.5062,Public Sector Bank,39.8113950067522,-2.82236209812864,11.8,4.4,6.25,16.5589759967067,2018,26.4875293293589,TRUE,9.92855333265226,1,55.9008206131061,OK,12.1747700646184,11.8,4.4,8.256306,7.972023,34.943218,39.8113950067522,12.1747700646184
2018,UNITED BANK OF INDIA,10951.99,16552.11,10316.3,608.033,5604.1068,13879.8237,62490.1998,144748.6558,129326.378,48.3197633509847,48.4415747729361,45.6745455949078,1.04469010769402,-1.04,-18.1949006395015,5.14615699790158,1322,12.62,16.49,6848.7579,2683.3782,1492.8714,2478.5063,1024.0601,-1454.4462,Public Sector Bank,37.6738071460376,-5.51728786114626,11,2.2,6,26.4875293293589,2019,18.0021842519193,TRUE,-8.48534507743968,0,-5.51728786114626,OK,14.9739598153951,11,2.2,6.795383,6.231181,37.452479,37.6738071460376,14.9739598153951
2019,UNITED BANK OF INDIA,16552.11,12053.38,5785.61,669.2798,5499.6039,1430,66955.0974,151529.9278,134983.3151,49.6024989091411,51.4494792549364,44.5421236890024,1.33293832851981,-1.6,-22.9749125257296,4.78575221802942,1496,13,8.67,6585.271,2947.6008,1974.6054,3727.5139,1411.5886,-2315.9253,Public Sector Bank,52.0001028757079,7.14495651204494,10.6,0.7,6.25,18.0021842519193,2020,14.713774244275,TRUE,-3.28841000764427,0,47.4632726306893,OK,30.9250508985861,10.6,0.7,6.45,5.81,37.347347,52.0001028757079,30.9250508985861
2020,UNITED BANK OF INDIA,12053.38,9935.23,3191.22,812.0251,4040.9367,8600,67523.3277,152992.8357,137614.6391,49.0669656524936,50.9162866379962,45.7956809199141,1.960882704258,-4.17,-69.4859707727706,4.70961487501875,1616,5.56,4.73,6669.8776,5403.995,2985.6671,6566.0211,170.7135,-6395.3076,Public Sector Bank,67.8797571873022,0.848673696350999,6.4,6,4.4,14.713774244275,,,FALSE,,,0.848673696351005,OK,66.0882646903997,6.4,6,3.871437,3.944641,33.785447,67.8797571873022,66.0882646903997
2005,VIJAYA BANK,389.71,431.64,84.61,131.8566,1150.2506,,14335.784,29335.4959,25617.984,55.959844,32.557435,39.917855,3.695668,1.43,26.024216,4.596109,310.5,12.92,0.59,1109.78,538.41,986.86,419.2305,799.7983,380.5678,Public Sector Bank,80.3980168659068,,14.1,2.6,6,3.01092706195908,2006,3.24141650675469,TRUE,0.230489444795604,0,50.5025375287107,OK,97.1250347511815,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,80.3980168659068,97.1250347511815
2006,VIJAYA BANK,431.64,540.15,142.32,134.7558,2113.8834,429.4331,16664.0109,31534.0952,27709.289,60.138717,35.318648,40.849892,3.196265,0.45,7.787842,4.732035,369.26,11.94,0.85,1339.0242,623.5437,972.7768,506.1341,633.0112,126.8771,Public Sector Bank,73.6517633990558,16.2406667120543,14,3.9,6.5,3.24141650675469,2007,2.32959227177259,TRUE,-0.911824234982092,0,35.1532515000378,OK,93.7025085624364,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,73.6517633990558,93.7025085624364
2007,VIJAYA BANK,540.15,564.31,143.96,144.1218,3255.5917,999.1904,24223.5522,42357.4925,37604.4993,64.416633,30.793534,39.514741,2.901415,0.92,18.584428,5.108804,455.17,11.21,0.59,1751.1616,650.7174,1071.9507,364.678,696.0225,331.3445,Public Sector Bank,74.4891991990218,45.364476447864,17.1,7.8,7.75,2.32959227177259,2008,1.61411376786944,TRUE,-0.715478503903151,0,141.99787092575,OK,64.6236997395049,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,74.4891991990218,64.6236997395049
2008,VIJAYA BANK,564.31,511.5,181.61,195.4967,5466.0527,,31689.2161,56184.3099,47952.0133,66.085267,27.301476,35.696518,1.684815,0.75,16.588656,6.782642,612.67,11.22,0.57,3058.42,701.27,830.12,299.5982,660.8765,361.2783,Public Sector Bank,64.494623655914,30.8198559747154,15.1,7.5,7.75,1.61411376786944,2009,1.97030148184028,TRUE,0.356187713970839,0,21.8429342591444,OK,58.5724731182796,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,64.494623655914,58.5724731182796
2009,VIJAYA BANK,511.5,698.82,292.29,193.7102,5536.6955,1579.6036,35467.6686,62382.1599,54535.4247,65.036018,24.034007,35.01463,1.897334,0.59,9.36033,7.421843,756,13.15,0.82,4113.0243,924.6997,1124.8009,636.4317,898.9115,262.4798,Public Sector Bank,58.1737786554477,11.9234647145468,12.6,10.2,5,1.97030148184028,2010,2.39587967577861,TRUE,0.425578193938329,0,16.6570289436041,OK,91.0723362239203,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,58.1737786554477,91.0723362239203
2010,VIJAYA BANK,698.82,994.45,581.83,213.4998,3886.0771,1199.1916,41506.6754,70207.0409,61931.7455,67.020032,24.615264,34.710291,2.185819,0.76,15.315953,6.051457,836,12.5,1.4,3751.566,1071.5677,1449.0803,549.666,1056.9645,507.2985,Public Sector Bank,41.4922821660214,17.0267938051051,15.5,13.9,5,2.39587967577861,2011,2.58461719974803,TRUE,0.188737523969417,0,786.937146441976,OK,55.2733671878928,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,41.4922821660214,55.2733671878928
2011,VIJAYA BANK,994.45,1259.19,741.16,246.5861,4635.2525,522.5161,48718.6265,82013.3707,73248.319,66.511597,25.250591,29.47926,2.557839,0.72,12.634081,5.381319,928,13.88,1.52,3897.2837,1433.2823,1946.7766,522.8626,1046.6812,523.818600000001,Public Sector Bank,41.1399391672424,17.3754005361749,19.9,10,6.75,2.58461719974803,2012,2.96778742945093,TRUE,0.383170229702907,0,16.8028591440527,OK,41.5237255696122,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,41.1399391672424,41.5237255696122
2012,VIJAYA BANK,1259.19,1718.46,998.01,303.7595,4238.775,1279.9034,57903.7428,95764.012,83055.5103,69.716919,22.01906,29.558809,2.141481,0.66,11.540058,7.427559,1128,13.06,1.72,6084.5912,1201.361,1903.5341,649.0804,1230.0773,580.9969,Public Sector Bank,41.9241646590552,18.8533974782725,14.4,8.2,8.5,2.96778742945093,2013,2.19726690264307,TRUE,-0.770520526807868,0,-2.42234292344596,OK,37.7710508245755,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,41.9241646590552,37.7710508245755
2013,VIJAYA BANK,1718.46,1532.94,909.69,417.563,3500.1342,2569.9425,69765.7621,110981.7502,97017.2368,71.910688,20.974844,27.542724,1.816725,0.59,10.833711,7.606811,1240,11.32,1.3,7173.8839,1362.9739,1878.0006,536.4155,1122.0247,585.6092,Public Sector Bank,40.6571685780265,20.4857557152592,13.8,11.2,7.5,2.19726690264307,2014,2.43651749347012,TRUE,0.239250590827051,0,-0.72185707229967,OK,34.9925959267812,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,40.6571685780265,34.9925959267812
2014,VIJAYA BANK,1532.94,1985.86,1262.37,373.4997,5166.7079,3127.5686,81504.0321,137358.6128,124296.1593,65.572446,18.403807,27.079099,1.677866,0.35,7.266953,7.550859,1382,10.56,1.55,8623.1476,1689.5533,2083.4093,687.8217,1103.7303,415.9086,Public Sector Bank,36.4320747686141,16.8252587611309,13,11.9,8,2.43651749347012,2015,2.81813907492401,TRUE,0.381621581453888,0,8.8880014341383,OK,34.6359612460093,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,36.4320747686141,34.6359612460093
2015,VIJAYA BANK,1985.86,2443.21,1659.71,493.8086,6040.4861,471.4025,86695.8633,142592.2023,126343.3506,68.619253,20.372718,31.763521,1.63763,0.33,7.294508,7.739884,1496,11.43,1.92,9981.2473,1912.212,2292.2792,819.6219,1259.0313,439.4094,Public Sector Bank,32.0684673032609,6.3700298822394,11,6.5,7.5,2.81813907492401,2016,6.77298102859591,TRUE,3.9548419536719,1,24.1669609227872,OK,33.5469280168303,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,32.0684673032609,33.5469280168303
2016,VIJAYA BANK,2443.21,6027.07,4276.82,554.597,5713.7529,30.1612,88986.9612,145408.7409,125440.7229,70.9394518325117,23.2179464743821,38.2212515646618,1.91723976270644,0.28,5.53949441481216,6.89712909899363,1457,12.58,4.8,9322.7447,2085.8241,2760.8343,1167.0747,1548.8699,381.7952,Public Sector Bank,29.0398153663389,2.64268422135894,10.5,5.1,6.75,6.77298102859591,2017,6.74971449690662,TRUE,-0.0232665316892895,0,28.7946414808778,OK,19.3638816207544,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,29.0398153663389,19.3638816207544
2017,VIJAYA BANK,6027.07,6381.78,4118.16,506.8555,5263.5657,61.6601,94548.888,154881.5759,133011.9521,71.0830015703529,28.1165305895845,38.4132974678666,2.33536707900932,0.49,9.51413576682671,6.22106519114186,1417,12.73,4.36,8873.0179,2736.5495,3506.4406,1670.6687,2421.1538,750.4851,Public Sector Bank,35.4700412737512,6.25027164091991,11.8,4.4,6.25,6.74971449690662,2018,6.47876842801812,TRUE,-0.2709460688885,0,27.2519378556814,OK,26.1787259980758,11.8,4.4,8.256306,7.972023,34.943218,35.4700412737512,26.1787259980758
2018,VIJAYA BANK,6381.78,7526.09,5021.24,598.2603,3705.4372,,116165.4423,177632.0472,157287.5358,73.8554658569455,25.350277819026,37.4250572624902,2.58809744989362,0.44,7.74306466384283,5.24655469087378,1810,13.9,4.32,8286.95,2805.7,4302.89,2370.7787,3097.8016,727.0229,Public Sector Bank,33.2822222428911,22.8628329293518,11,2.2,6,6.47876842801812,2019,6.83221132129688,TRUE,0.353442893278769,0,21.0011544680593,OK,31.5008018772032,11,2.2,6.795383,6.231181,37.452479,33.2822222428911,31.5008018772032
2019,VIJAYA BANK,7526.09,8923.3,4018.37,557.9111,8073.3972,,130606.3232,191981.5278,175817.4337,74.285194847546,25.1874824174504,34.867874145928,2.65715862844053,-1.26,-25.1634416809384,5.77090363702905,2043,10.14,3.08,10065.33,3834.01,4910.61,4852.9478,2418.8344,-2434.1134,Public Sector Bank,54.9676689117255,12.4313053986452,10.6,0.7,6.25,6.83221132129688,,,FALSE,,,87.3926921181242,OK,54.3851243374088,10.6,0.7,6.45,5.81,37.347347,54.9676689117255,54.3851243374088
2008,YES BANK LTD,,10.57,8.46,8.4287,950.8072,604.8676,9430.2704,16982.4184,13273.1588,71.047673,8.503301,25.581026,2.354052,1.54,18.995852,7.946647,683.12,13.6,0.09,974.1086,341.1655,330.578,150.0568,350.0811,200.0243,Private Sector Bank,19.9621570482498,,15.1,7.5,7.75,0.112085863412782,2009,0.684711510892421,TRUE,0.572625647479639,1,5.34162422174247,CAPPED_AT_150_SUSPECT,1419.64806054872,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,19.9621570482498,150
2009,YES BANK LTD,10.5699,84.9254,41.157,31.4503,1246.2681,445.288,12403.0922,22900.7901,16169.4215,76.707087,8.731357,27.231519,2.553953,1.59,20.64749,8.335208,988.36,16.6,0.33,1492.1356,418.5452,509.2992,223.8129,527.6549,303.842,Private Sector Bank,51.5374670004498,31.5242477034381,12.6,10.2,5,0.684711510892421,2010,0.271264208545465,TRUE,-0.413447302346956,0,-65.1121183206107,CAPPED_AT_150_SUSPECT,263.540589741114,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,51.5374670004498,150
